app,func,end_timestamp,duration
85479ef37b5dc75dd5aeca3bab499129b97a134dac5d740d2c68941de9d63031,ebfe951bf36afd91115e54adab000c6325a83146c5f14e75ca03a16ed38f3831,1.6576330661773682,1.634
85479ef37b5dc75dd5aeca3bab499129b97a134dac5d740d2c68941de9d63031,d880a3e25b4baf00977b29491a01e9cf3bfd963a31b2013859d67b2b43291d74,62.3447699546814,62.321
938e7f49544b3293cd6cc7ec3e63e1751085cf5cb6a004dcc9e94543934f607b,e82f3b15ea2b9416b78d343a714f0156ff977191eaa5ff2996f06721239199a7,11.117239952087402,11.061
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,9.935503959655762,9.872
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,cad5438d35e125ee9c4060b7083c78f20b41f9c2c5eadedb909208b3538750fd,1.5209410190582275,1.446
18ed3ca44bd1f7d411f1d047ed8cf38853fb184196afa59e91e68e5d06fda834,97d6075b5c2b8fe67580274dbc57ffa982cd4e8d8bb7185f5ac2aac3b5bedf47,0.20040392875671387,0.038
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,7940faf88dec730f882fc978f336d7a6db0c6069120abd95a953e9bfc988aecd,1.2438321113586426,1.072
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,38efaba861a5b15a20e34eca56eb09b983b316315d47c3ec8556ee89ecb99b5c,0.7951200008392334,0.62
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,449a838aea8cfe82bbf555476c04178732c351ca433788b9e59ea12f18a27817,1.2017788887023926,1.011
1573b95c039e51cc012b543a4af3bc7c3ee9485acbb0033ba5648b74969e0556,c1878e84053cffe7287f82809eed21900ebe12830034136e6f6f044eca15217e,61.97390604019165,61.218
17c37a0fdd5d1932b755c0e6447137bc08fd524f455e14fdac414f584de08dc5,c9f8e30e36d1aef62c10b3cfca6e289a93848a148d876dd514753040314f4817,1.2255890369415283,0.02
1573b95c039e51cc012b543a4af3bc7c3ee9485acbb0033ba5648b74969e0556,4ebfe961fb725aa1b0e95c0f40be44625edbfbbb9b89aa593e23d81211eb3e87,76.57382202148438,73.892
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,420.32509899139404,404.987
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,97.26405191421509,81.921
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,138.19505500793457,122.852
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,344.6477370262146,329.304
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,17.29899311065674,1.955
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,17.3070809841156,1.962
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,365.66811990737915,350.323
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,373.48638010025024,358.141
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,373.31571888923645,357.97
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,368.1852788925171,352.839
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,373.7576279640198,358.411
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,253.05169105529785,237.704
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,351.8459060192108,336.498
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,372.23893308639526,356.891
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,366.7006061077118,351.348
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,556ccf8758c8c2a20082c161e955405e950439f0503522fe129e709a5dc0e58f,369.0161941051483,353.663
7fa05b607ae861b85ec53cea12d3efaed8be0f9a92f5d6e8067244161d491e96,9bc86d6cd1ee254aaa313492f0fd88be8bd7b92d50d4237ff52d7685440c0906,72.78731107711792,38.983
1573b95c039e51cc012b543a4af3bc7c3ee9485acbb0033ba5648b74969e0556,09f931e5da7db2443fe669898e6074ddd6c6cc943f98803056b8e9105f34cba1,112.02777099609375,55.146
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,60.13367295265198,0.132
1573b95c039e51cc012b543a4af3bc7c3ee9485acbb0033ba5648b74969e0556,48cc770d590d3c5a7691b3b4e9302f82ec3be5ddc2a037d94ad2e76f44dd8946,113.82921695709229,53.816
7fa05b607ae861b85ec53cea12d3efaed8be0f9a92f5d6e8067244161d491e96,9bc86d6cd1ee254aaa313492f0fd88be8bd7b92d50d4237ff52d7685440c0906,116.7532160282135,43.928
1573b95c039e51cc012b543a4af3bc7c3ee9485acbb0033ba5648b74969e0556,4ebfe961fb725aa1b0e95c0f40be44625edbfbbb9b89aa593e23d81211eb3e87,125.52199196815491,48.928
1573b95c039e51cc012b543a4af3bc7c3ee9485acbb0033ba5648b74969e0556,09f931e5da7db2443fe669898e6074ddd6c6cc943f98803056b8e9105f34cba1,160.57836508750916,48.501
7fa05b607ae861b85ec53cea12d3efaed8be0f9a92f5d6e8067244161d491e96,9bc86d6cd1ee254aaa313492f0fd88be8bd7b92d50d4237ff52d7685440c0906,155.93603110313416,39.151
1573b95c039e51cc012b543a4af3bc7c3ee9485acbb0033ba5648b74969e0556,48cc770d590d3c5a7691b3b4e9302f82ec3be5ddc2a037d94ad2e76f44dd8946,162.45062589645386,42.453
734272c01926d19690e5ec308bab64ef97950b75b1c7582283e0783fce1751d8,313c03f53a0d31f70aec25f62efb33e7dd779725ca4af579018452d1204beaad,120.14265704154968,0.144
